914a3e36246b72a7610016bdd4a40a79,NR_144750,0.0,691,99,90.411,Prevotellamassilia timonensis
914a3e36246b72a7610016bdd4a40a79,NR_118334,2.47e-174,610,95,88.008,Alloprevotella rava
914a3e36246b72a7610016bdd4a40a79,NR_041461,1.05e-172,606,99,86.822,Phocaeicola coprophilus
914a3e36246b72a7610016bdd4a40a79,NR_041954,1.90e-169,595,99,85.658,Prevotella brevis
914a3e36246b72a7610016bdd4a40a79,NR_175548,2.32e-168,590,99,85.855,Phocaeicola faecicola
f546f48c5dd1a12730ef548b9d68a4f5,NR_180696,1.3,33.7,4,91.304,Rariglobus hedericola
12316bc72ff3aa370caeb14aa2098996,NR_113957,0.0,858,94,99.381,Staphylococcus epidermidis
12316bc72ff3aa370caeb14aa2098996,NR_036904,0.0,858,94,99.381,Staphylococcus epidermidis
12316bc72ff3aa370caeb14aa2098996,NR_119252,0.0,840,94,98.557,Staphylococcus caprae
12316bc72ff3aa370caeb14aa2098996,NR_027519,0.0,840,94,98.557,Staphylococcus capitis subsp. urealyticus
12316bc72ff3aa370caeb14aa2098996,NR_113348,0.0,836,94,98.351,Staphylococcus capitis
9816cfdf002f8d6310959f748f12886a,NR_156818,0.0,919,100,99.612,Staphylococcus edaphicus
9816cfdf002f8d6310959f748f12886a,NR_074999,0.0,914,100,99.419,Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 = NCTC 7292
9816cfdf002f8d6310959f748f12886a,NR_180150,0.0,914,100,99.419,Staphylococcus pseudoxylosus
9816cfdf002f8d6310959f748f12886a,NR_180106,0.0,910,100,99.225,Staphylococcus caeli
9816cfdf002f8d6310959f748f12886a,NR_115607,0.0,888,97,99.599,Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 = NCTC 7292
dbb7a947bb0780dc1830a036314f6778,NR_116181,0.0,826,98,96.627,Bacteroides ovatus
dbb7a947bb0780dc1830a036314f6778,NR_180458,0.0,782,98,93.945,Bacteroides zhangwenhongii
dbb7a947bb0780dc1830a036314f6778,NR_113069,0.0,767,98,93.688,Bacteroides graminisolvens
dbb7a947bb0780dc1830a036314f6778,NR_112933,0.0,765,98,93.676,Bacteroides cellulosilyticus
dbb7a947bb0780dc1830a036314f6778,NR_112940,0.0,763,96,93.988,Bacteroides ovatus
9b9f41a08a3d40c1f54676bd19d34bab,NR_151905,0.0,745,100,92.039,Vicinamibacter silvestris
9b9f41a08a3d40c1f54676bd19d34bab,NR_156918,0.0,722,100,91.068,Luteitalea pratensis
9b9f41a08a3d40c1f54676bd19d34bab,NR_036891,5.46e-132,471,100,79.961,Holophaga foetida
9b9f41a08a3d40c1f54676bd19d34bab,NR_179551,7.10e-118,424,99,78.998,Acidaminococcus timonensis
9b9f41a08a3d40c1f54676bd19d34bab,NR_109681,4.48e-114,410,97,78.782,Thermoanaerobaculum aquaticum
8288b50bbedc9c3a1d78d1873357d060,NR_151905,0.0,889,100,98.252,Vicinamibacter silvestris
8288b50bbedc9c3a1d78d1873357d060,NR_156918,0.0,690,100,89.922,Luteitalea pratensis
8288b50bbedc9c3a1d78d1873357d060,NR_151986,4.19e-127,454,87,83.077,Arenimicrobium luteum
8288b50bbedc9c3a1d78d1873357d060,NR_043709,1.28e-114,413,100,78.707,Geoalkalibacter ferrihydriticus
8288b50bbedc9c3a1d78d1873357d060,NR_118017,5.46e-113,407,100,77.907,Spongiibacter tropicus
1b5a854646b5fee3028ed1a642402ea0,NR_074856,5.46e-132,470,98,80.822,Halorhodospira halophila
1b5a854646b5fee3028ed1a642402ea0,NR_113390,1.46e-126,453,98,80.039,Halorhodospira neutriphila
1b5a854646b5fee3028ed1a642402ea0,NR_117736,1.46e-126,452,98,80.039,Halorhodospira abdelmalekii
1b5a854646b5fee3028ed1a642402ea0,NR_104779,7.58e-124,444,97,80.118,Halorhodospira halochloris
1b5a854646b5fee3028ed1a642402ea0,NR_148577,3.93e-121,434,98,79.576,Inmirania thermothiophila
9e1e56df8551521269c8625a3c2ff356,NR_151905,0.0,643,100,87.961,Vicinamibacter silvestris
9e1e56df8551521269c8625a3c2ff356,NR_156918,2.03e-156,552,100,84.302,Luteitalea pratensis
9e1e56df8551521269c8625a3c2ff356,NR_036891,2.32e-111,401,100,77.629,Holophaga foetida
9e1e56df8551521269c8625a3c2ff356,NR_121723,3.23e-103,374,85,79.452,Desulfurella acetivorans
9e1e56df8551521269c8625a3c2ff356,NR_026109,3.23e-103,374,85,79.452,Desulfurella acetivorans A63
95c266b58b410178a1c504d94669a5b9,NR_109617,0.0,756,93,95.436,Nevskia persephonica
95c266b58b410178a1c504d94669a5b9,NR_164939,0.0,754,85,98.405,Nevskia lacus
95c266b58b410178a1c504d94669a5b9,NR_044135,0.0,746,92,95.378,Nevskia soli
95c266b58b410178a1c504d94669a5b9,NR_025269,0.0,727,87,96.214,Nevskia ramosa
95c266b58b410178a1c504d94669a5b9,NR_104525,0.0,722,92,94.142,Nevskia terrae
2630ba3250de601ce26c05ceecc5273e,NR_113123,0.0,702,87,95.089,Prevotella timonensis 4401737 = DSM 22865 = JCM 15640
2630ba3250de601ce26c05ceecc5273e,NR_043894,0.0,664,83,94.626,Prevotella timonensis 4401737 = DSM 22865 = JCM 15640
2630ba3250de601ce26c05ceecc5273e,NR_113098,0.0,653,83,93.735,Hoylesella buccalis
2630ba3250de601ce26c05ceecc5273e,NR_044630,0.0,645,83,93.271,Prevotella buccalis ATCC 35310
2630ba3250de601ce26c05ceecc5273e,NR_113122,1.56e-151,535,83,87.703,Prevotella paludivivens
c1b061ceee7b081ab99f1cd86557abfa,NR_126172,0.0,801,98,95.257,Povalibacter uvarum
c1b061ceee7b081ab99f1cd86557abfa,NR_181547,0.0,797,98,95.059,Steroidobacter gossypii
c1b061ceee7b081ab99f1cd86557abfa,NR_044309,0.0,763,95,94.512,Steroidobacter denitrificans
c1b061ceee7b081ab99f1cd86557abfa,NR_170506,0.0,761,98,93.478,Steroidobacter soli
c1b061ceee7b081ab99f1cd86557abfa,NR_178899,0.0,755,96,94.118,Steroidobacter flavus
b984cf177989bbcedd4acb5d8961dca7,NR_126172,0.0,642,99,87.719,Povalibacter uvarum
b984cf177989bbcedd4acb5d8961dca7,NR_126260,1.90e-169,594,86,89.640,Acidibacter ferrireducens
b984cf177989bbcedd4acb5d8961dca7,NR_135702,2.47e-155,548,98,84.283,Alloalcanivorax marinus
b984cf177989bbcedd4acb5d8961dca7,NR_043629,1.56e-151,535,99,83.594,Zobellella denitrificans
b984cf177989bbcedd4acb5d8961dca7,NR_042963,5.45e-151,534,99,83.142,Oceanimonas smirnovii
